包,bao1,"to cover; to wrap; to hold; to include; to take charge of; package; wrapper; container; bag; to hold or embrace; bundle; packet; to contract (to or for); surname Bao; CL:個|个[ge4],隻|只[zhi1]"
包庇,bao1 bi4,shield; harbor; cover up
包袱,bao1 fu5,cloth-wrapper; a bundle wrapped in cloth; load; weight; burden
包裹,bao1 guo3,wrap up; bind up; bundle; parcel; package; CL:個|个[ge4]
包含,bao1 han2,to contain; to embody; to include
包括,bao1 kuo4,to comprise; to include; to involve; to incorporate; to consist of
包围,bao1 wei2,to surround; to encircle; to hem in
包装,bao1 zhuang1,pack; package
包子,bao1 zi5,steamed stuffed bun; CL:個|个[ge4]
薄,bao2,thin; cold in manner; indifferent; weak; light; infertile
饱,bao3,to eat till full; satisfied
宝贝,bao3 bei4,treasured object; treasure; darling; baby; cowry; good-for-nothing or queer character
保持,bao3 chi2,to keep; to maintain; to hold; to preserve
保存,bao3 cun2,to conserve; to preserve; to keep; to save (a file etc) (computing)
保管,bao3 guan3,to assure; to guarantee; to take care of; to safeguard; certainly; surely
宝贵,bao3 gui4,valuable; precious; value; treasure; set store by
饱和,bao3 he2,saturation
保护,bao3 hu4,to protect; to defend; to safeguard; protection; CL:種|种[zhong3]
饱经沧桑,bao3 jing1 cang1 sang1,having lived through many changes
保留,bao3 liu2,to retain; to continue to have; to preserve; to maintain; to reserve; reservations; to hold back (approval or acceptance)
保密,bao3 mi4,to keep sth confidential; to maintain secrecy
保姆,bao3 mu3,nanny; housekeeper
保守,bao3 shou3,(politically) conservative; to guard; to keep
保卫,bao3 wei4,to defend; to safeguard
保险,bao3 xian3,insurance; to insure; safe; secure; be sure; be bound to; CL:份[fen4]
保养,bao3 yang3,to take good care of (or conserve) one's health; to keep in good repair; to maintain; maintenance
保障,bao3 zhang4,to ensure; to guarantee; to safeguard
保证,bao3 zheng4,guarantee; to guarantee; to ensure; to safeguard; to pledge; CL:個|个[ge4]
保重,bao3 zhong4,take care of oneself
抱,bao4,to hold; to carry (in one's arms); to hug or embrace; surround; cherish
报仇,bao4 chou2,to revenge (oneself); to avenge
报酬,bao4 chou5,reward; remuneration
报答,bao4 da2,to repay; to requite
报到,bao4 dao4,report for duty; check in; register
报道,bao4 dao4,"report; CL:篇[pian1],份[fen4]"
爆发,bao4 fa1,to break out; to erupt; to explode; to burst out
报复,bao4 fu4,to make reprisals; to retaliate; revenge; retaliation
抱负,bao4 fu4,aspiration; ambition
报告,bao4 gao4,"to inform; report; make known; speech; talk; lecture; CL:篇[pian1],份[fen4],個|个[ge4],通[tong4]"
曝光,bao4 guang1,exposure (e.g. of photosensitive material); to expose (a scandal to the public)
暴力,bao4 li4,violence; (use) force; violent
暴露,bao4 lu4,to expose; to reveal; to lay bare
报名,bao4 ming2,to sign up; to enter one's name; to apply; to register; to enroll; to enlist
抱歉,bao4 qian4,sorry; We apologize!; to feel apologetic; to regret
报社,bao4 she4,general office of a newspaper; newspaper office; CL:家[jia1]
报销,bao4 xiao1,submit an expense account; apply for reimbursement; write-off; wipe out
抱怨,bao4 yuan4,to complain; to grumble
爆炸,bao4 zha4,explosion; to explode; to blow up; to detonate
报纸,bao4 zhi3,"newspaper; newsprint; CL:份[fen4],期[qi1],張|张[zhang1]"
悲哀,bei1 ai1,grieved; sorrowful
卑鄙,bei1 bi3,base; mean; contemptible; despicable
悲惨,bei1 can3,miserable; tragic
悲观,bei1 guan1,pessimistic
杯子,bei1 zi5,"cup; glass; CL:個|个[ge4],支[zhi1],枝[zhi1]"
北方,bei3 fang1,north; the northern part a country; China north of the Yellow River
北极,bei3 ji2,the North Pole; the Arctic Pole; the north magnetic pole
北京,Bei3 jing1,"Beijing, capital of People's Republic of China; Peking; PRC government"
倍,bei4,"(two, three etc) -fold; times (multiplier); double; to increase or multiply"
被,bei4,by (indicates passive-voice sentences or clauses); quilt; to cover (literary)
背,bei4,the back of a body or object; to turn one's back; to hide something from; to learn by heart; to recite from memory
被动,bei4 dong4,passive
备份,bei4 fen4,backup
被告,bei4 gao4,defendant
背景,bei4 jing3,background; backdrop; context; CL:種|种[zhong3]
贝壳,bei4 ke2,"shell; conch; cowry; mother of pearl; hard outer skin; alternative reading bei4 qiao4, mostly written"
背叛,bei4 pan4,to betray
背诵,bei4 song4,recite; repeat from memory
备忘录,bei4 wang4 lu4,memorandum; aide-memoire; memorandum book
被子,bei4 zi5,quilt; CL:床[chuang2]
奔波,ben1 bo1,rush about; be busy running about
奔驰,ben1 chi2,"to run quickly; to travel quickly; to move fast; Mercedes-Benz, German car make"
本,ben3,"roots or stems of plants; origin; source; this; the current; root; foundation; basis; classifier for books, periodicals, files etc; originally"
本科,ben3 ke1,undergraduate course; undergraduate (adjective)
本来,ben3 lai2,original; originally; at first; it goes without saying; of course
本领,ben3 ling3,"skill; ability; capability; CL:項|项[xiang4],個|个[ge4]"
本能,ben3 neng2,instinct
本钱,ben3 qian2,capital
本人,ben3 ren2,the person himself; I (humble form used in speeches); oneself; myself; in person; personal
本身,ben3 shen1,itself; in itself; per se
本事,ben3 shi5,ability; skill; source material; original story
本着,ben3 zhe5,based on...; in conformance with..; taking as one's main principle
本质,ben3 zhi4,essence; nature; innate character; intrinsic quality
笨,ben4,stupid; foolish; silly; slow-witted; clumsy
笨拙,ben4 zhuo1,clumsy; awkward; stupid
崩溃,beng1 kui4,to collapse; to crumble; to fall apart
甭,beng2,need not; (contraction of 不 and 用)
蹦,beng4,to jump; to bounce; to hop
迸发,beng4 fa1,to burst out; to gush; to spurt
逼迫,bi1 po4,to force; to compel; to coerce
鼻涕,bi2 ti4,nasal mucus; snivel
鼻子,bi2 zi5,"nose; CL:個|个[ge4],隻|只[zhi1]"
比,bi3,"(particle used for comparison and ""-er than""); to compare; to contrast; to gesture (with hands); ratio"
彼此,bi3 ci3,each other; one another
比方,bi3 fang5,analogy; instance
笔记本,bi3 ji4 ben3,notebook; CL:本[ben3]
比较,bi3 jiao4,compare; contrast; fairly; comparatively; relatively; quite; rather
比例,bi3 li4,proportion; scale
比如,bi3 ru2,for example; for instance; such as
比赛,bi3 sai4,"competition (sports etc); match; CL:場|场[chang3],次[ci4]"
比喻,bi3 yu4,metaphor; analogy; figure of speech; figuratively
比重,bi3 zhong4,proportion; specific gravity
臂,bi4,arm
弊病,bi4 bing4,malady; evil; malpractice; drawback; disadvantage
必定,bi4 ding4,be bound to; be sure to
弊端,bi4 duan1,malpractice; abuse; corrupt practice
毕竟,bi4 jing4,after all; all in all; when all is said and done; in the final analysis
避免,bi4 mian3,to avert; to prevent; to avoid; to refrain from
必然,bi4 ran2,inevitable; certain; necessity
闭塞,bi4 se4,stop up; close up; hard to get to; out of the way; inaccessible; unenlightened; blocking
必需,bi4 xu1,to need; to require; essential; indispensable
必须,bi4 xu1,to have to; must; compulsory; necessarily
必要,bi4 yao4,necessary; essential; indispensable; required
毕业,bi4 ye4,graduation; to graduate; to finish school
碧玉,bi4 yu4,jasper
鞭策,bian1 ce4,to spur on; to urge on; to encourage sb (e.g. to make progress)
编辑,bian1 ji2,to edit; to compile; editor; compiler
边疆,bian1 jiang1,border area; borderland; frontier; frontier region
边界,bian1 jie4,boundary; border
边境,bian1 jing4,frontier; border
鞭炮,bian1 pao4,firecrackers; a string of small firecrackers; CL:枚[mei2]
边缘,bian1 yuan2,edge; fringe; verge; brink; periphery; marginal; borderline
编织 ,bian1 zhi1,to weave; to knit; to plait; to braid
扁,bian3,"flat; (old form of character 匾, horizontal tablet with inscription)"
贬低,bian3 di1,to belittle; to disparage; to play down; to demean; to degrade; to devalue
贬义,bian3 yi4,derogatory sense; negative connotation
便,bian4,ordinary; plain; convenient; as convenient; when the chance arises; handy; easy; informal; simple; so; thus; to relieve oneself; to urinate; to defecate; equivalent to 就: then; in that case; even if; soon afterwards
遍,bian4,a time; everywhere; turn; all over; one time
遍布,bian4 bu4,to cover the whole (area); to be found throughout
变故,bian4 gu4,an unforeseen event; accident; misfortune
辩护,bian4 hu4,to speak in defense of; to argue in favor of; to defend; to plead
变化,bian4 hua4,change; variation; to change; to vary; CL:個|个[ge4]
辩解,bian4 jie3,to explain; to justify; to defend (a point of view etc); to provide an explanation; to try to defend oneself
便利,bian4 li4,convenient; easy; facilitate
辩论,bian4 lun4,"debate; argument; to argue over; CL:場|场[chang3],次[ci4]"
变迁,bian4 qian1,changes; vicissitudes
辨认,bian4 ren4,to recognize; to identify
便条,bian4 tiao2,"(informal) note; CL:張|张[zhang1],個|个[ge4]"
便于,bian4 yu2,easy to; convenient for
辩证,bian4 zheng4,investigate; dialectical
变质,bian4 zhi4,to degenerate; to go bad; to deteriorate; metamorphosis
辫子,bian4 zi5,"plait; braid; pigtail; a mistake or shortcoming that may be exploited by an opponent; handle; CL:根[gen1],條|条[tiao2]"
标本,biao1 ben3,specimen; sample; the root cause and symptoms of a disease
标点,biao1 dian3,punctuation; a punctuation mark; to punctuate; CL:個|个[ge4]
标记,biao1 ji4,sign; mark; symbol; to mark up
飙升,biao1 sheng1,to rise rapidly; to soar
标题,biao1 ti2,title; heading; headline; caption; subject
标志,biao1 zhi4,sign; mark; symbol; symbolize; to indicate; to mark
标准,biao1 zhun3,(an official) standard; norm; criterion; CL:個|个[ge4]
表达,biao3 da2,to voice (an opinion); to express; to convey
表格,biao3 ge2,"form; table; CL:張|张[zhang1],份[fen4]"
表决,biao3 jue2,decide by vote; vote
表面,biao3 mian4,surface; face; outside; appearance
表明,biao3 ming2,to make clear; to make known; to state clearly; to indicate; known
表情,biao3 qing2,(facial) expression; to express one's feelings; expression
表示,biao3 shi4,to express; to show; to say; to state; to indicate; to mean
表态,biao3 tai4,to declare one's position; to say where one stands
表现,biao3 xian4,to show; to show off; to display; to manifest; expression; manifestation; show; display; performance (at work etc)
表演,biao3 yan3,play; show; performance; exhibition; to perform; to act; to demonstrate; CL:場|场[chang3]
表扬,biao3 yang2,to praise; to commend
表彰,biao3 zhang1,cite (in dispatches); commend
憋,bie1,to choke; to stifle; to restrain; to hold back; to hold in (urine); to hold (one's breath)
别,bie2,to leave; to depart; to separate; to distinguish; to classify; other; another; do not; must not; to pin
别人,bie2 ren5,other people; others; other person
别墅,bie2 shu4,"villa; CL:幢[zhuang4],座[zuo4]"
别致,bie2 zhi4,unusual; unique
别扭,bie4 niu5,awkward; difficult; uncomfortable; not agreeing; at loggerheads; gauche; awkward (writing or speech)
宾馆,bin1 guan3,"guesthouse; CL:個|个[ge4],家[jia1]"
濒临,bin1 lin2,on the verge of; close to
冰雹,bing1 bao2,"hail; hailstone; CL:場|场[chang2],粒[li4]"
冰箱,bing1 xiang1,"icebox; freezer cabinet; refrigerator; CL:臺|台[tai2],個|个[ge4]"
丙,bing3,"third of 10 heavenly stems 十天干; third in order; letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc; propyl"
饼干,bing3 gan1,"biscuit; cracker; cookie; CL:片[pian4],塊|块[kuai4]"
并存,bing4 cun2,to exist at the same time; to coexist
病毒,bing4 du2,virus
并非,bing4 fei1,really isn't
并列,bing4 lie4,to stand side by side; to be juxtaposed
并且,bing4 qie3,and; besides; moreover; furthermore; in addition
拨打,bo1 da3,to call; to dial
播放,bo1 fang4,to broadcast; to transmit
波浪,bo1 lang4,wave
玻璃,bo1 li5,"glass; nylon; plastic; CL:張|张[zhang1],塊|块[kuai4]"
波涛汹涌,bo1 tao1 xiong1 yong3,tumultuous situations
剥削,bo1 xue1,to exploit; exploitation
播种,bo1 zhong4,to sow seeds; sowing; seed
博大精深,bo2 da4 jing1 shen1,wide-ranging and profound; broad and deep
搏斗,bo2 dou4,to wrestle; to fight; to struggle
博览会,bo2 lan3 hui4,exposition; international fair
伯母,bo2 mu3,wife of father's elder brother; aunt; (polite form of address for a woman who is about the age of one's mother); CL:個|个[ge4]
薄弱,bo2 ruo4,weak; frail
博士,bo2 shi4,doctor; court academician (in feudal China); Ph.D.
博物馆,bo2 wu4 guan3,museum
脖子,bo2 zi5,neck; CL:個|个[ge4]
补偿,bu3 chang2,compensate; make up
补充,bu3 chong1,to replenish; to supplement; to complement; additional; supplementary; CL:個|个[ge4]
补救,bu3 jiu4,remedy
哺乳,bu3 ru3,breast feeding; to suckle; to nurse
补贴,bu3 tie1,to subsidize; subsidy; allowance
捕捉,bu3 zhuo1,to catch; to seize; to capture
不,bu4,(negative prefix); not; no
布,bu4,cloth; to declare; to announce; to spread; to make known
不安,bu4 an1,unpeaceful; unstable; uneasy; disturbed; restless; worried
不必,bu2 bi4,need not; does not have to
不但,bu2 dan4,not only (... but also...)
不得不,bu4 de2 bu4,have no choice or option but to; cannot but; have to; can't help it; can't avoid
不得了,bu4 de2 liao3,desperately serious; disastrous; extremely; exceedingly
不得已,bu4 de2 yi3,act against one's will; have no alternative but to; have to; to have no choice; must
不断,bu2 duan4,unceasing; uninterrupted; continuous; constant
步伐,bu4 fa2,pace; (measured) step; march
不妨,bu4 fang2,there is no harm in; might as well
部分,bu4 fen5,part; share; section; piece; CL:個|个[ge4]
不敢当,bu4 gan3 dang1,lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me
布告,bu4 gao4,posting on a bulletin board; notice; bulletin; to announce
不顾,bu2 gu4,in spite of; regardless of
不管,bu4 guan3,"no matter (what, how); regardless of; no matter"
不过,bu2 guo4,only; merely; no more than; but; however; anyway (to get back to a previous topic)
不好意思,bu4 hao3 yi4 si5,to feel embarrassed; to be ill at ease; to find it embarrassing (to do sth)
不见得,bu2 jian4 de5,not necessarily; not likely
不禁,bu4 jin1,can't help (doing sth); can't refrain from
不仅,bu4 jin3,not only (this one); not just (...) but also
布局,bu4 ju2,arrangement; composition; layout; opening (chess jargon)
不堪,bu4 kan1,cannot bear; cannot stand; utterly; extremely
不可思议,bu4 ke3 si1 yi4,inconceivable (idiom); unimaginable; unfathomable
不客气,bu2 ke4 qi5,you're welcome; impolite; rude; blunt; don't mention it
不愧,bu2 kui4,be worthy of; deserve to be called; prove oneself to be
不料,bu2 liao4,unexpectedly; to one's surprise
部门,bu4 men2,department; branch; section; division; CL:個|个[ge4]
不免,bu4 mian3,unavoidable
不耐烦,bu2 nai4 fan2,impatience; impatient
不然,bu4 ran2,not so; no; or else; otherwise; if not
不如,bu4 ru2,not equal to; not as good as; inferior to; it would be better to
不时,bu4 shi2,frequently; often; at any time
部署,bu4 shu3,to dispose; to deploy; deployment
部位,bu4 wei4,position; place
不惜,bu4 xi1,not stint; not spare; not hesitate (to do sth); not scruple (to do sth)
不相上下,bu4 xiang1 shang4 xia4,equally matched; about the same
不像话,bu2 xiang4 hua4,unreasonable; shocking; outrageous
不屑一顾,bu2 xie4 yi1 gu4,to disdain as beneath contempt
不言而喻,bu4 yan2 er2 yu4,it goes without saying; it is self-evident
不要紧,bu2 yao4 jin3,unimportant; not serious; it doesn't matter; never mind; it looks all right; but
不由得,bu4 you2 de5,can't help; cannot but
不择手段,bu4 ze2 shou3 duan4,by fair means or foul; by hook or by crook; unscrupulously
不止,bu4 zhi3,incessantly; without end; more than; not limited to
布置,bu4 zhi4,to put in order; to arrange; to decorate; to fix up; to deploy
步骤,bu4 zhou4,step; move; measure
不足,bu4 zu2,insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not
擦,ca1,to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish
猜,cai1,to guess
才,cai2,ability; talent; endowment; gift; an expert; only (then); only if; just
财产,cai2 chan3,property; CL:筆|笔[bi3]
裁缝,cai2 feng5,tailor; dressmaker
财富,cai2 fu4,wealth; riches
才干,cai2 gan4,ability; competence
材料,cai2 liao4,"material; data; makings; stuff; CL:個|个[ge4],種|种[zhong3]"
裁判,cai2 pan4,"judgment; to referee; umpire; judge; referee; CL:個|个[ge4],位[wei4],名[ming2]"
财务,cai2 wu4,financial affairs
裁员,cai2 yuan2,to cut staff; to lay off employees
财政,cai2 zheng4,finances (public); financial
踩,cai3,to step on; to tread; to stamp; to press a pedal; to pedal (a bike)
采访,cai3 fang3,to interview; to gather news; to hunt for and collect; to cover
采购,cai3 gou4,to procure (for an enterprise etc); to purchase
彩虹,cai3 hong2,rainbow
采集,cai3 ji2,to gather; to collect; to harvest
采纳,cai3 na4,to accept; to adopt
彩票,cai3 piao4,the lottery; lottery ticket
采取,cai3 qu3,"to adopt or carry out (measures, policies, course of action); to take"
菜,cai4,"dish (type of food); vegetables; vegetable; cuisine; CL:盤|盘[pan2],道[dao4]"
菜单,cai4 dan1,"menu; CL:份[fen4],張|张[zhang1]"
参观,can1 guan1,to look around; to inspect; visit and observe
参加,can1 jia1,to participate; to take part; to join
参考,can1 kao3,consultation; reference; to consult; to refer
参谋,can1 mou2,staff officer; give advice
餐厅,can1 ting1,"dining-hall; dining-room; restaurant; CL:間|间[jian1],家[jia1]"
参与,can1 yu4,to participate (in sth)
参照,can1 zhao4,to consult a reference; to refer to (another document)
残疾,can2 ji2,disabled; handicapped; deformity on a person or animal
残酷,can2 ku4,cruel; cruelty
惭愧,can2 kui4,ashamed
残留,can2 liu2,to remain; left over; surplus; remnant
残忍,can2 ren3,cruel; mean; merciless; ruthless
灿烂,can4 lan4,to glitter; brilliant; splendid
舱,cang1,cabin; the hold of a ship or airplane
苍白,cang1 bai2,pale; wan
仓促,cang1 cu4,all of a sudden; hurriedly
仓库,cang1 ku4,depot; storehouse; warehouse
操场,cao1 chang3,playground; sports field; drill ground; CL:個|个[ge4]
操劳,cao1 lao2,to work hard; to look after
操练,cao1 lian4,drill; practice
操心,cao1 xin1,to worry about
操纵,cao1 zong4,to operate; to control; to rig; to manipulate
操作,cao1 zuo4,to work; to operate; to manipulate
嘈杂,cao2 za2,noisy; clamorous
草,cao3,"grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]"
草案,cao3 an4,"draft (legislation, proposal etc)"
草率,cao3 shuai4,careless; negligent; sloppy; not serious
册,ce4,book; booklet; classifier for books
策划,ce4 hua4,to plot; to scheme; to bring about; to engineer; planning; producer; planner
测量,ce4 liang2,survey; to measure; to gauge; to determine
策略,ce4 lve4,tactics; to be tactful
侧面,ce4 mian4,lateral side; side; aspect; profile
厕所,ce4 suo3,"toilet; lavatory; CL:間|间[jian1],處|处[chu4]"
测验,ce4 yan4,"test; to test; CL:次[ci4],個|个[ge4]"
层,ceng2,layer; stratum; laminated; floor (of a building); storey; classifier for layers; repeated; sheaf (math.)
层出不穷,ceng2 chu1 bu4 qiong2,more and more emerge; innumerable succession; breeding like flies (idiom)
层次,ceng2 ci4,arrangement of ideas; administrative level; level; stage; phase
曾经,ceng2 jing1,once; already; former; previously; ever; (past tense marker used before verb or clause)
插,cha1,to insert; stick in; pierce; to take part in; to interfere; to interpose
差别,cha1 bie2,difference; distinction; diversity; disparity
差距,cha1 ju4,disparity; gap
叉子,cha1 zi5,fork; CL:把[ba3]
茶,cha2,"tea; tea plant; CL:杯[bei1],壺|壶[hu2]"
查获,cha2 huo4,to investigate and capture (a criminal); to ferret out; to hunt down and arrest
岔,cha4,"fork in road; bifurcation; branch in road, river, mountain range etc; to branch off; to turn off; to diverge; to stray (from the path); to change the subject; to interrupt; to stagger (times)"
差,cha4,differ from; short of; to lack; poor
差不多,cha4 bu5 duo1,almost; nearly; more or less
刹那,cha4 na4,an instant (Sanskrit: ksana); split second; the twinkling of an eye
诧异,cha4 yi4,flabbergasted; astonished
拆,chai1,to tear open; to tear down; to tear apart; to open
柴油,chai2 you2,diesel fuel
搀,chan1,to assist by the arm; to mix; to support; to sustain
馋,chan2,slander; defame; misrepresent; to speak maliciously
缠绕,chan2 rao4,twisting; to twine; to wind; to pester; to bother
产品,chan3 pin3,goods; merchandise; product; CL:個|个[ge4]
产生,chan3 sheng1,to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engender; to generate; to appear; appearance; emergence; generation; production; yield
阐述,chan3 shu4,to expound (a position); to elaborate (on a topic); to treat (a subject)
产业,chan3 ye4,industry; estate; property; industrial
颤抖,chan4 dou3,to shudder; to shiver; to shake; to tremble
猖狂,chang1 kuang2,savage; furious
昌盛,chang1 sheng4,prosperous
尝,chang2,to taste; flavor; (past tense marker); already; formerly; ever; once; test
长,chang2,length; long; forever; always; constantly
长城,Chang2 cheng2,the Great Wall
偿还,chang2 huan2,to repay; to reimburse
长江,Chang2 jiang1,Changjiang river; Yangtze river
常年,chang2 nian2,a whole year; average year
常识,chang2 shi2,common sense; general knowledge; CL:門|门[men2]
尝试,chang2 shi4,to try; to attempt; CL:次[ci4]
长途,chang2 tu2,long distance
常务,chang2 wu4,routine; everyday business; daily operation (of a company)
场,chang3,"threshing floor; classifier for events and happenings: spell, episode, bout"
场合,chang3 he2,situation; occasion
敞开,chang3 kai1,wide open; to open up
场面,chang3 mian4,scene; occasion
场所,chang3 suo3,location; place
倡导,chang4 dao3,to advocate; to initiate; to propose; to be a proponent of (an idea or school of thought)
唱歌,chang4 ge1,to sing a song
畅通,chang4 tong1,unimpeded; free-flowing; straight path; unclogged; move without obstruction
畅销,chang4 xiao1,best seller; chart-topping
倡议,chang4 yi4,to suggest; to initiate; proposal; initiative
抄,chao1,to copy; to plagiarize; to search and seize; to go; to transcribe; to take a shortcut; to search and confiscate
超过,chao1 guo4,to surpass; to exceed; to outstrip
超级,chao1 ji2,transcending; high grade; super-; ultra-
钞票,chao1 piao4,"paper money; a bill (e.g. 100 yuan); CL:張|张[zhang1],扎[za1]"
超市,chao1 shi4,supermarket (abbr.); CL:家[jia1]
超越,chao1 yue4,to surpass; to exceed; to transcend
朝,chao2,imperial or royal court; government; dynasty; reign of a sovereign or emperor; court or assembly held by a sovereign or emperor; to make a pilgrimage to; facing; towards
朝代,chao2 dai4,dynasty; reign (of a king)
潮流,chao2 liu2,tide; current; trend
潮湿,chao2 shi1,damp; moist
嘲笑,chao2 xiao4,jeer; mockery; scoff; sneer; make fun of; laugh at (derogatory)
吵,chao3,to quarrel; to make a noise; noisy; to disturb by making a noise
炒,chao3,saute; pan-fry; to fry; fried
吵架,chao3 jia4,to quarrel; to have a row; CL:頓|顿[dun4]
车库,che1 ku4,garage
车厢,che1 xiang1,carriage; CL:節|节[jie2]
彻底,che4 di3,thorough; thoroughly; complete
撤退,che4 tui4,retreat
撤销,che4 xiao1,to repeal; to revoke; to undo (computing)
