阿姨,a1 yi2,maternal aunt; step-mother; childcare worker; nursemaid; woman of similar age to one's parents (term of address used by child); CL:個|个[ge4]
啊,a5,"modal particle ending sentence, showing affirmation, approval, or consent"
唉,ai1,"interjection or grunt of agreement or recognition (e.g. yes, it's me!); to sigh"
矮,ai3,low; short (in length)
爱,ai4,to love; affection; to be fond of; to like
爱好,ai4 hao4,to like; to take pleasure in; keen on; fond of; interest; hobby; appetite for; CL:個|个[ge4]
爱护,ai4 hu4,to cherish; to treasure; to take care of; to love and protect
爱情,ai4 qing2,romance; love (romantic); CL:個|个[ge4]
爱惜,ai4 xi1,to cherish; to treasure; to use sparingly
爱心,ai4 xin1,compassion; CL:片[pian4]
安静,an1 jing4,quiet; peaceful; calm
安排,an1 pai2,to arrange; to plan; to set up
安全,an1 quan2,safe; secure; safety; security
安慰,an1 wei4,to comfort; to console; CL:個|个[ge4]
安装,an1 zhuang1,install; erect; fix; mount; installation
岸,an4,bank; shore; beach; coast; CL:個|个[ge4]
暗,an4,dark; gloomy; hidden; secret; muddled; obscure; in the dark
按时,an4 shi2,on time; before deadline; on schedule
按照,an4 zhao4,according to; in accordance with; in the light of; on the basis of
八,ba1,eight; 8
把,ba3,to hold; to contain; to grasp; to take hold of; a handle; particle marking the following noun as a direct object; classifier for objects with handle
把握,ba3 wo4,to grasp (also fig.); to seize; to hold; assurance; certainty; sure (of the outcome)
爸爸,ba4 ba5,"(informal) father; CL:個|个[ge4],位[wei4]"
吧,ba5,(modal particle indicating polite suggestion); ...right?; ...OK?
白,bai2,white; snowy; pure; bright; empty; blank; plain; clear; to make clear; in vain; gratuitous; free of charge; reactionary; anti-communist; funeral; to stare coldly; to write wrong character; to state; to explain; vernacular; spoken lines in opera; surname Bai
百,bai3,hundred; numerous; all kinds of; surname Bai
摆,bai3,to arrange; to exhibit; to move to and fro; a pendulum
搬,ban1,to move; to shift; to remove; to transport; to apply indiscriminately; to copy mechanically
班,ban1,team; class; squad; work shift; classifier for groups; ranking; surname Ban; CL:個|个[ge4]
班主任,ban1 zhu3 ren4,a teacher in charge of a class
半,ban4,half; semi-; incomplete; (after a number) and a half
办法,ban4 fa3,"means; method; way (of doing sth); CL:條|条[tiao2],個|个[ge4]"
办公室,ban4 gong1 shi4,an office; business premises; a bureau; CL:間|间[jian1]
办理,ban4 li3,to handle; to transact; to conduct
帮忙,bang1 mang2,to help; to lend a hand; to do a favor; to do a good turn
帮助,bang1 zhu4,assistance; aid; to help; to assist
棒,bang4,a stick; club or cudgel; smart; capable; strong; wonderful; classifier for legs of a relay race
傍晚,bang4 wan3,in the evening; when night falls; towards evening; at night fall; at dusk
包,bao1,"to cover; to wrap; to hold; to include; to take charge of; package; wrapper; container; bag; to hold or embrace; bundle; packet; to contract (to or for); surname Bao; CL:個|个[ge4],隻|只[zhi1]"
包裹,bao1 guo3,wrap up; bind up; bundle; parcel; package; CL:個|个[ge4]
包含,bao1 han2,to contain; to embody; to include
包括,bao1 kuo4,to comprise; to include; to involve; to incorporate; to consist of
包子,bao1 zi5,steamed stuffed bun; CL:個|个[ge4]
薄,bao2,thin; cold in manner; indifferent; weak; light; infertile
饱,bao3,to eat till full; satisfied
宝贝,bao3 bei4,treasured object; treasure; darling; baby; cowry; good-for-nothing or queer character
宝贵,bao3 gui4,valuable; precious; value; treasure; set store by
保持,bao3 chi2,to keep; to maintain; to hold; to preserve
保存,bao3 cun2,to conserve; to preserve; to keep; to save (a file etc) (computing)
保护,bao3 hu4,to protect; to defend; to safeguard; protection; CL:種|种[zhong3]
保留,bao3 liu2,to retain; to continue to have; to preserve; to maintain; to reserve; reservations; to hold back (approval or acceptance)
保险,bao3 xian3,insurance; to insure; safe; secure; be sure; be bound to; CL:份[fen4]
保证,bao3 zheng4,guarantee; to guarantee; to ensure; to safeguard; to pledge; CL:個|个[ge4]
抱,bao4,to hold; to carry (in one's arms); to hug or embrace; surround; cherish
抱歉,bao4 qian4,sorry; We apologize!; to feel apologetic; to regret
报道,bao4 dao4,"report; CL:篇[pian1],份[fen4]"
报告,bao4 gao4,"to inform; report; make known; speech; talk; lecture; CL:篇[pian1],份[fen4],個|个[ge4],通[tong4]"
报名,bao4 ming2,to sign up; to enter one's name; to apply; to register; to enroll; to enlist
报纸,bao4 zhi3,"newspaper; newsprint; CL:份[fen4],期[qi1],張|张[zhang1]"
悲观,bei1 guan1,pessimistic
杯子,bei1 zi5,"cup; glass; CL:個|个[ge4],支[zhi1],枝[zhi1]"
北方,bei3 fang1,north; the northern part a country; China north of the Yellow River
北京,Bei3 jing1,"Beijing, capital of People's Republic of China; Peking; PRC government"
倍,bei4,"(two, three etc) -fold; times (multiplier); double; to increase or multiply"
背,bei4  ,"back; the backside; to do something behind someone's back; to learn and recite something by heart; unlucky
"
背景,bei4 jing3,background; backdrop; context; CL:種|种[zhong3]
被,bei4,by (indicates passive-voice sentences or clauses); quilt; to cover (literary)
被子,bei4 zi5,quilt; CL:床[chuang2]
本,ben3,"roots or stems of plants; origin; source; this; the current; root; foundation; basis; classifier for books, periodicals, files etc; originally"
本科,ben3 ke1,undergraduate course; undergraduate (adjective)
本来,ben3 lai2,original; originally; at first; it goes without saying; of course
本领,ben3 ling3,"skill; ability; capability; CL:項|项[xiang4],個|个[ge4]"
本质,ben3 zhi4,essence; nature; innate character; intrinsic quality
笨,ben4,stupid; foolish; silly; slow-witted; clumsy
鼻子,bi2 zi5,"nose; CL:個|个[ge4],隻|只[zhi1]"
